LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
3,10.6,"Vervaardiging van maalderijproducten, zetmeel en zetmeelproducten",Travail des grains; fabrication de produits amylacés,"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen","Manufacture of grain mill products, starches and starch products"
4,10.61,Vervaardiging van maalderijproducten,Travail des grains,Mahl- und Schälmühlen,Manufacture of grain mill products
5,10.610,Vervaardiging van maalderijproducten,Travail des grains,Mahl- und Schälmühlen,Manufacture of grain mill products
4,10.62,Vervaardiging van zetmeel en zetmeelproducten,Fabrication de produits amylacés,Herstellung von Stärke und Stärkeerzeugnissen,Manufacture of starches and starch products
5,10.620,Vervaardiging van zetmeel en zetmeelproducten,Fabrication de produits amylacés,Herstellung von Stärke und Stärkeerzeugnissen,Manufacture of starches and starch products
3,10.7,Vervaardiging van bakkerijproducten en deegwaren,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,Herstellung von Back- und Teigwaren,Manufacture of bakery and farinaceous products
4,10.71,Vervaardiging van brood; vervaardiging van vers banketbakkerswerk,Fabrication de pain; fabrication de pâtisserie fraîche,"Herstellung von Backwaren, ohne Dauerbackwaren",Manufacture of bread; manufacture of fresh pastry goods and cakes
5,10.711,Industriële vervaardiging van brood en van vers banketbakkerswerk,Fabrication industrielle de pain et de pâtisserie fraîche,Industrielle Herstellung von Brot und frischen Backwaren,Industrial manufacture of bread and fresh pastry goods and cakes
5,10.712,Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk,Fabrication artisanale de pain et de pâtisserie fraîche,Handwerkliche Herstellung von Brot und frischen Backwaren,Small-scale manufacture of bread and fresh pastry goods and cakes
4,10.72,"Vervaardiging van beschuit, biscuit en houdbaar banketbakkerswerk","Fabrication de biscuits, biscottes et pâtisseries de conservation",Herstellung von Dauerbackwaren,"Manufacture of rusks, biscuits, preserved pastries and cakes"
5,10.720,"Vervaardiging van beschuit, biscuit en houdbaar banketbakkerswerk","Fabrication de biscuits, biscottes et pâtisseries de conservation",Herstellung von Dauerbackwaren,"Manufacture of rusks, biscuits, preserved pastries and cakes"
4,10.73,Vervaardiging van deegwaren,Fabrication de pâtes alimentaires,Herstellung von Teigwaren,Manufacture of farinaceous products
5,10.730,Vervaardiging van deegwaren,Fabrication de pâtes alimentaires,Herstellung von Teigwaren,Manufacture of farinaceous products
3,10.8,Vervaardiging van andere voedingsmiddelen,Fabrication d’autres produits alimentaires,Herstellung von sonstigen Nahrungsmitteln,Manufacture of other food products
4,10.81,Vervaardiging van suiker,Fabrication de sucre,Herstellung von Zucker,Manufacture of sugar
5,10.810,Vervaardiging van suiker,Fabrication de sucre,Herstellung von Zucker,Manufacture of sugar
4,10.82,"Vervaardiging van cacao, chocolade en suikerwerk","Fabrication de cacao, de chocolat et de produits de confiserie","Herstellung von Süßwaren, ohne Dauerbackwaren","Manufacture of cocoa, chocolate and sugar confectionery"
5,10.820,"Vervaardiging van cacao, chocolade en suikerwerk","Fabrication de cacao, de chocolat et de produits de confiserie","Herstellung von Süßwaren, ohne Dauerbackwaren","Manufacture of cocoa, chocolate and sugar confectionery"
4,10.83,Verwerking van thee en koffie,Transformation du thé et du café,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",Processing of tea and coffee
5,10.830,Verwerking van thee en koffie,Transformation du thé et du café,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",Processing of tea and coffee
4,10.84,"Vervaardiging van specerijen, sauzen en kruiderijen",Fabrication de condiments et assaisonnements,Herstellung von Würzmitteln und Soßen,Manufacture of condiments and seasonings
5,10.840,"Vervaardiging van specerijen, sauzen en kruiderijen",Fabrication de condiments et assaisonnements,Herstellung von Würzmitteln und Soßen,Manufacture of condiments and seasonings
4,10.85,Vervaardiging van bereide maaltijden en schotels,Fabrication de plats préparés,Herstellung von Fertiggerichten,Manufacture of prepared meals and dishes
5,10.850,Vervaardiging van bereide maaltijden en schotels,Fabrication de plats préparés,Herstellung von Fertiggerichten,Manufacture of prepared meals and dishes
4,10.86,Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding,Fabrication d’aliments homogénéisés et diététiques,Herstellung von homogenisierten und diätetischen Nahrungsmitteln,Manufacture of homogenised food preparations and dietetic food
5,10.860,Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding,Fabrication d’aliments homogénéisés et diététiques,Herstellung von homogenisierten und diätetischen Nahrungsmitteln,Manufacture of homogenised food preparations and dietetic food
4,10.89,"Vervaardiging van andere voedingsmiddelen, n.e.g.",Fabrication d’autres produits alimentaires n.c.a.,Herstellung von sonstigen Nahrungsmitteln a. n. g.,Manufacture of other food products n.e.c.
5,10.890,"Vervaardiging van andere voedingsmiddelen, n.e.g.",Fabrication d’autres produits alimentaires n.c.a.,Herstellung von sonstigen Nahrungsmitteln a. n. g.,Manufacture of other food products n.e.c.
3,10.9,Vervaardiging van diervoeders,Fabrication d’aliments pour animaux,Herstellung von Futtermitteln,Manufacture of prepared animal feeds
4,10.91,Vervaardiging van veevoeders,Fabrication d’aliments pour animaux de ferme,Herstellung von Futtermitteln für Nutztiere,Manufacture of prepared feeds for farm animals
5,10.910,Vervaardiging van veevoeders,Fabrication d’aliments pour animaux de ferme,Herstellung von Futtermitteln für Nutztiere,Manufacture of prepared feeds for farm animals
4,10.92,Vervaardiging van voeders voor huisdieren,Fabrication d’aliments pour animaux de compagnie,Herstellung von Futtermitteln für sonstige Tiere,Manufacture of prepared pet foods
5,10.920,Vervaardiging van voeders voor huisdieren,Fabrication d’aliments pour animaux de compagnie,Herstellung von Futtermitteln für sonstige Tiere,Manufacture of prepared pet foods
2,11,Vervaardiging van dranken,Fabrication de boissons,Getränkeherstellung,Manufacture of beverages
3,11.0,Vervaardiging van dranken,Fabrication de boissons,Getränkeherstellung,Manufacture of beverages
4,11.01,"Vervaardiging van gedistilleerde dranken door distilleren, rectificeren en mengen","Fabrication de boissons distillées, par distillation, rectification et mélange",Herstellung von Spirituosen,"Distilling, rectifying and blending of spirits"
5,11.010,"Vervaardiging van gedistilleerde dranken door distilleren, rectificeren en mengen","Fabrication de boissons distillées, par distillation, rectification et mélange",Herstellung von Spirituosen,"Distilling, rectifying and blending of spirits"
4,11.02,Vervaardiging van wijn uit druiven,Production de vin (de raisin),Herstellung von Traubenwein,Manufacture of wine from grape
5,11.020,Vervaardiging van wijn uit druiven,Production de vin (de raisin),Herstellung von Traubenwein,Manufacture of wine from grape
4,11.03,Vervaardiging van cider en andere gefermenteerde vruchtendranken,Fabrication de cidre et autres boissons fermentées à base de fruits,Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst,Manufacture of cider and other fermented fruit beverages
5,11.030,Vervaardiging van cider en andere gefermenteerde vruchtendranken,Fabrication de cidre et autres boissons fermentées à base de fruits,Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst,Manufacture of cider and other fermented fruit beverages
4,11.04,Vervaardiging van andere niet-gedistilleerde gegiste dranken,Production d’autres boissons fermentées non distillées,Herstellung von Wermutwein und sonstigen aromatisierten Weinen,Manufacture of other non-distilled fermented beverages
5,11.040,Vervaardiging van andere niet-gedistilleerde gegiste dranken,Production d’autres boissons fermentées non distillées,Herstellung von Wermutwein und sonstigen aromatisierten Weinen,Manufacture of other non-distilled fermented beverages
4,11.05,Vervaardiging van bier,Fabrication de bière,Herstellung von Bier,Manufacture of beer
5,11.050,Vervaardiging van bier,Fabrication de bière,Herstellung von Bier,Manufacture of beer
4,11.06,Vervaardiging van mout,Fabrication de malt,Herstellung von Malz,Manufacture of malt
5,11.060,Vervaardiging van mout,Fabrication de malt,Herstellung von Malz,Manufacture of malt
4,11.07,Vervaardiging van frisdranken en water in flessen,Fabrication de boissons non alcoolisées et d’eaux embouteillées,Herstellung von Erfrischungsgetränken und Mineralwässern,Manufacture of soft drinks and bottled waters
5,11.070,Vervaardiging van frisdranken en water in flessen,Fabrication de boissons non alcoolisées et d’eaux embouteillées,Herstellung von Erfrischungsgetränken und Mineralwässern,Manufacture of soft drinks and bottled waters
2,12,Vervaardiging van tabaksproducten,Fabrication de produits à base de tabac,Tabakverarbeitung,Manufacture of tobacco products
3,12.0,Vervaardiging van tabaksproducten,Fabrication de produits à base de tabac,Tabakverarbeitung,Manufacture of tobacco products
4,12.00,Vervaardiging van tabaksproducten,Fabrication de produits à base de tabac,Tabakverarbeitung,Manufacture of tobacco products
5,12.000,Vervaardiging van tabaksproducten,Fabrication de produits à base de tabac,Tabakverarbeitung,Manufacture of tobacco products
2,13,Vervaardiging van textiel,Fabrication de textiles,Herstellung von Textilien,Manufacture of textiles
3,13.1,Bewerken en spinnen van textielvezels,Préparation de fibres textiles et filature,Spinnstoffaufbereitung und Spinnerei,Preparation and spinning of textile fibres
4,13.10,Bewerken en spinnen van textielvezels,Préparation de fibres textiles et filature,Spinnstoffaufbereitung und Spinnerei,Preparation and spinning of textile fibres
5,13.100,Bewerken en spinnen van textielvezels,Préparation de fibres textiles et filature,Spinnstoffaufbereitung und Spinnerei,Preparation and spinning of textile fibres
3,13.2,Weven van textiel,Tissage,Weberei,Weaving of textiles
4,13.20,Weven van textiel,Tissage,Weberei,Weaving of textiles
5,13.200,Weven van textiel,Tissage,Weberei,Weaving of textiles
3,13.3,Textielveredeling,Ennoblissement textile,Veredlung von Textilien und Bekleidung,Finishing of textiles
4,13.30,Textielveredeling,Ennoblissement textile,Veredlung von Textilien und Bekleidung,Finishing of textiles
5,13.300,Textielveredeling,Ennoblissement textile,Veredlung von Textilien und Bekleidung,Finishing of textiles
3,13.9,Vervaardiging van andere textielproducten,Fabrication d’autres textiles,Herstellung von sonstigen Textilwaren,Manufacture of other textiles
4,13.91,Vervaardiging van gebreide en gehaakte stoffen,Fabrication d’étoffes à mailles,Herstellung von gewirktem und gestricktem Stoff,Manufacture of knitted and crocheted fabrics
5,13.910,Vervaardiging van gebreide en gehaakte stoffen,Fabrication d’étoffes à mailles,Herstellung von gewirktem und gestricktem Stoff,Manufacture of knitted and crocheted fabrics
4,13.92,Vervaardiging van huishoudtextiel en geconfectioneerde artikelen voor stoffering,Fabrication de textiles ménagers et d’articles d’ameublement confectionnés,Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung,Manufacture of household textiles and made-up furnishing articles
5,13.921,"Vervaardiging van beddengoed, tafellinnen en textielwaren voor huishoudelijk gebruik",Fabrication de linges de lit et de table et d'articles textiles à usage domestique,"Herstellung von Bettwäsche, Tischwäsche und Heimtextilien",Manufacture of bed and table linen and textile articles for domestic use
5,13.929,"Vervaardiging van overige geconfectioneerde artikelen van textiel, m.u.v. kleding","Fabrication d'autres articles textiles confectionnés, sauf habillement",Herstellung von anderen konfektionierten Textilartikeln mit Ausnahme von Kleidung,"Manufacture of other made-up textile articles, except wearing apparel"
4,13.93,Vervaardiging van vloerkleden en tapijt,Fabrication de tapis et moquettes,Herstellung von Teppichen,Manufacture of carpets and rugs
5,13.930,Vervaardiging van vloerkleden en tapijt,Fabrication de tapis et moquettes,Herstellung von Teppichen,Manufacture of carpets and rugs
4,13.94,"Vervaardiging van koord, bindgaren, touw en netten","Fabrication de ficelles, cordes, cordages et filets",Herstellung von Seilerwaren,"Manufacture of cordage, rope, twine and netting"
5,13.940,"Vervaardiging van koord, bindgaren, touw en netten","Fabrication de ficelles, cordes, cordages et filets",Herstellung von Seilerwaren,"Manufacture of cordage, rope, twine and netting"
4,13.95,Vervaardiging van ongeweven stoffen en artikelen van ongeweven stoffen,Fabrication de textiles non-tissés et articles non-tissés,Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus,Manufacture of non-wovens and non-woven articles
5,13.950,Vervaardiging van ongeweven stoffen en artikelen van ongeweven stoffen,Fabrication de textiles non-tissés et articles non-tissés,Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus,Manufacture of non-wovens and non-woven articles
4,13.96,Vervaardiging van ander technisch en industrieel textiel,Fabrication d’autres textiles techniques et industriels,Herstellung von technischen Textilien,Manufacture of other technical and industrial textiles
5,13.960,Vervaardiging van ander technisch en industrieel textiel,Fabrication d’autres textiles techniques et industriels,Herstellung von technischen Textilien,Manufacture of other technical and industrial textiles
4,13.99,"Vervaardiging van andere textielproducten, n.e.g.",Fabrication d’autres textiles n.c.a.,Herstellung von sonstigen Textilwaren a. n. g.,Manufacture of other textiles n.e.c.
